verdict,doc_id,type,title,city,section,page_url,current_image_url,image_shows
weak,wp-page-59345,guideArticle,Getting Around Beni Suef,Beni Suef,while-you-are-there,https://travel2egypt.org/guide/beni-suef/getting-around-beni-suef,https://cdn.sanity.io/images/ufallvd2/production/eee36017ea4bd366846c3912fa0fd89d50d8118f-680x450.jpg,Hathor-headed temple columns (Nile-valley pharaonic temple)
weak,wp-page-59348,guideArticle,Only Here In Beni Suef,Beni Suef,others,https://travel2egypt.org/guide/beni-suef/only-here-in-beni-suef,https://cdn.sanity.io/images/ufallvd2/production/845f383c1c8ce2b6dfcd8face85afc8dacebd170-1400x933.jpg,Coptic monastery with twin cross-topped bell towers in desert
weak,wp-page-72323,guideArticle,Ticket Prices for Attractions in Beni Suef,Beni Suef,plan-your-trip,https://travel2egypt.org/guide/beni-suef/ticket-prices-for-attractions-in-beni-suef,https://cdn.sanity.io/images/ufallvd2/production/07dee78646e66dc8ec52b99461f92d2d0d62ebc8-1200x800.jpg,Temple of Kalabsha / Aswan-area sandstone temple in rocky desert
weak,wp-page-59426,guideArticle,Dahab Exclusives,Dahab,others,https://travel2egypt.org/guide/dahab/blue-hole,https://cdn.sanity.io/images/ufallvd2/production/f3da1cd9c38cbc9f76eaa3203ad1405fb2c57b38-1000x1000.jpg,Wooden pier over calm Red Sea beach at sunset
weak,wp-page-83360,guideArticle,Dahab Historical Guide,Dahab,introducing,https://travel2egypt.org/guide/dahab/dahab-historical-guide,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
weak,wp-page-59480,guideArticle,Food in Dakhla Oasis,Dakhla Oasis,while-you-are-there,https://travel2egypt.org/guide/dakhla-oasis/food-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/76a8d2685f3e2c1806b6e44b13b77dc5974e9d34-1200x800.jpg,Man in traditional dress walking across desert dunes
weak,wp-page-59493,guideArticle,Hotels in Dakhla Oasis,Dakhla Oasis,while-you-are-there,https://travel2egypt.org/guide/dakhla-oasis/hotels-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
weak,wp-page-59496,guideArticle,Only Here In Dakhla Oasis,Dakhla Oasis,others,https://travel2egypt.org/guide/dakhla-oasis/only-here-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/ca6f63ce254cc98b15ee6a21efa99c0996c928c8-400x265.jpg,painted hieroglyphic relief on a temple wall/column
weak,wp-page-94706,guideArticle,Weather In Dakhla Oasis,Dakhla Oasis,plan-your-trip,https://travel2egypt.org/guide/dakhla-oasis/weather-in-dakhla-oasis,https://cdn.sanity.io/images/ufallvd2/production/8f5be56a060eeba6552093a79c10472741212709-700x465.jpg,carved pharaonic temple relief of figures and a boat
weak,wp-page-59590,guideArticle,Edfu Food and Drink,Edfu,while-you-are-there,https://travel2egypt.org/guide/edfu/edfu-food-and-drink,https://cdn.sanity.io/images/ufallvd2/production/cbb3950b1fb772c0c101069d1ef04a8506d2128e-1400x933.jpg,Edfu Temple of Horus pylon facade with tourists
weak,wp-page-59571,guideArticle,Edfu Historical Guide,Edfu,introducing,https://travel2egypt.org/guide/edfu/edfu-historical-guide,https://cdn.sanity.io/images/ufallvd2/production/ee14a59e47d1be35f99599dd9aac1b00a36b1732-1200x800.jpg,Medinet Habu / Nile-valley temple wall with pharaonic reliefs and palm
weak,wp-page-59585,guideArticle,How To Go To Edfu,Edfu,plan-your-trip,https://travel2egypt.org/guide/edfu/how-to-go-to-edfu,https://cdn.sanity.io/images/ufallvd2/production/03019ca317fd1e3ceba756012ebbab1e1f80f460-1200x800.jpg,Egyptian temple relief of pharaoh offering to enthroned deities
weak,wp-page-58799,guideArticle,Al Gouna Festivals And Celebrations,El Gouna,others,https://travel2egypt.org/guide/al-gouna/al-gouna-festivals-and-celebrations,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
weak,wp-page-58802,guideArticle,Getting Around in Al Gouna,El Gouna,while-you-are-there,https://travel2egypt.org/guide/al-gouna/getting-around-in-al-gouna,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
weak,wp-page-58796,guideArticle,Stay in Al Gouna,El Gouna,plan-your-trip,https://travel2egypt.org/guide/al-gouna/stay-in-al-gouna,https://cdn.sanity.io/images/ufallvd2/production/a8bb9ff73a502269636c8bdfde9205038b3c7020-640x419.jpg,Two dolphins in turquoise water
weak,wp-page-58803,guideArticle,Traditional Food in Al Gouna,El Gouna,while-you-are-there,https://travel2egypt.org/guide/al-gouna/traditional-food-in-al-gouna,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
weak,wp-page-59615,guideArticle,Food in Esna,Esna,while-you-are-there,https://travel2egypt.org/guide/esna/food-in-esna,https://cdn.sanity.io/images/ufallvd2/production/9cf91af42d158ac358b709d0ab154f7028f779f2-500x500.jpg,carved columns of an Egyptian temple (Philae/Aswan style)
weak,wp-page-59603,guideArticle,History of Esna,Esna,introducing,https://travel2egypt.org/guide/esna/history-of-esna,https://cdn.sanity.io/images/ufallvd2/production/2259621022c721f1019200fb080e44623c7ead64-643x450.webp,Tourist photographing columns of a Nile-valley temple (Kom Ombo)
weak,wp-page-68016,guideArticle,How To Go To Esna,Esna,plan-your-trip,https://travel2egypt.org/guide/esna/how-to-go-to-esna,https://cdn.sanity.io/images/ufallvd2/production/caab72900986ffc07a095d607fd774c3f025817d-1400x933.jpg,"Temple of Hatshepsut at Deir el-Bahari, Luxor (Nile valley)"
weak,wp-page-59610,guideArticle,Things To Do In Esna,Esna,while-you-are-there,https://travel2egypt.org/guide/esna/things-to-do-in-esna,https://cdn.sanity.io/images/ufallvd2/production/281a841daf3ebd5d47227cc7361ee3ab31032532-500x278.jpg,Dimly-lit temple interior columns with hieroglyphs and a guard
weak,wp-page-59607,guideArticle,Where To Stay In Esna,Esna,plan-your-trip,https://travel2egypt.org/guide/esna/where-to-stay-in-esna,https://cdn.sanity.io/images/ufallvd2/production/f1f8723c3aaf4d7a47c6abd4924581b46954b159-800x450.jpg,ancient stone temple/tomb ruin amid desert sand dunes
weak,wp-page-59645,guideArticle,Food in Farafra Oasis,Farafra Oasis,while-you-are-there,https://travel2egypt.org/guide/farafra-oasis/food-in-farafra-oasis,https://cdn.sanity.io/images/ufallvd2/production/850bbe58aa0b38d50dbf7bca1db7fc7e2b9107da-1200x900.jpg,four tourists posing with a sandboard atop a desert dune
weak,wp-page-59629,guideArticle,History of Farafra Oasis,Farafra Oasis,introducing,https://travel2egypt.org/guide/farafra-oasis/history-of-farafra-oasis,https://cdn.sanity.io/images/ufallvd2/production/69852030a1704d42e45bd653d715c402cca9da6c-1400x933.jpg,Turquoise desert salt lake with two bathers (Siwa-style)
weak,wp-page-59654,guideArticle,Qasr Al-Farafra,Farafra Oasis,places-to-go,https://travel2egypt.org/guide/farafra-oasis/qasr-al-farafra,https://cdn.sanity.io/images/ufallvd2/production/2524269f39aa20b64012759f46e3ff5fa738140c-1024x768.webp,Turquoise salt lake ringed by white salt mounds (oasis salt lake)
weak,wp-page-59634,guideArticle,Weather in Farafra,Farafra Oasis,plan-your-trip,https://travel2egypt.org/guide/farafra-oasis/weather-in-farafra,https://cdn.sanity.io/images/ufallvd2/production/62a7d949b39e1160c0405a7304a48a3ddd26663b-800x450.jpg,Golden sunrise over a mountain range (Sinai-style)
weak,wp-page-60072,guideArticle,Top Hotels in Giza,Giza,while-you-are-there,https://travel2egypt.org/guide/giza/top-hotels-in-giza,https://cdn.sanity.io/images/ufallvd2/production/f6b4198e37bfaece53d90b4fb224582024d6b469-300x210.jpg,Giza pyramids with tourists on camels
weak,wp-page-78448,guideArticle,Arrival in Hurghada,Hurghada,plan-your-trip,https://travel2egypt.org/guide/hurghada/arrival-in-hurghada,https://cdn.sanity.io/images/ufallvd2/production/2d6cb326a62ae264b16019faa7b7a9d3b3438279-1200x774.jpg,abstract red desert sand meeting white surface (White Desert-like)
weak,wp-page-59711,guideArticle,Hurghada Aquarium,Hurghada,while-you-are-there,https://travel2egypt.org/guide/hurghada/hurghada-aquarium,https://cdn.sanity.io/images/ufallvd2/production/4d7434e87f23ed786a43f5190dd310acee2494bd-1200x800.jpg,"great white shark, open jaws, underwater from below"
weak,wp-page-59712,guideArticle,Hurghada Marina,Hurghada,places-to-go,https://travel2egypt.org/guide/hurghada/hurghada-marina,https://cdn.sanity.io/images/ufallvd2/production/2dc88a90653087e4bb36bdca9699a864d1ef88fa-1600x1200.jpg,"turquoise beach and sea with swimmers, white sand"
weak,wp-page-59689,guideArticle,Hurghada Travel Weather,Hurghada,plan-your-trip,https://travel2egypt.org/guide/hurghada/hurghada-travel-weather,https://cdn.sanity.io/images/ufallvd2/production/4b4df045eaf28e54de04b180aaa1def0d2e095e2-828x1000.jpg,woman snorkeling underwater over a reef
weak,wp-page-59702,guideArticle,Top Activities in Hurghada : What Not to Miss,Hurghada,while-you-are-there,https://travel2egypt.org/guide/hurghada/activities-in-hurghada,https://cdn.sanity.io/images/ufallvd2/production/d614d7c934781dbcba7b7923a066e9bab4ca1d34-1200x801.jpg,"aquarium tunnel with rays and fish, family silhouetted"
weak,wp-page-60121,guideArticle,Ismailia Arrival Guide,Ismailia,plan-your-trip,https://travel2egypt.org/guide/ismailia/ismailia-arrival-guide,https://cdn.sanity.io/images/ufallvd2/production/8a4eeb63b00d643aa7944cb12a0a096374ec302a-1600x900.jpg,grand ornate hotel lobby with chandeliers and equestrian statue
weak,wp-page-59733,guideArticle,Getting Around In Kharga Oasis,Kharga Oasis,while-you-are-there,https://travel2egypt.org/guide/kharga-oasis/getting-around-in-kharga-oasis,https://cdn.sanity.io/images/ufallvd2/production/752211618fa4b51d2735c1a62f79efe97d55d53b-1200x900.jpg,People around a campfire beside a desert lake at dusk
weak,wp-page-59731,guideArticle,Kharga Oasis Weather,Kharga Oasis,plan-your-trip,https://travel2egypt.org/guide/kharga-oasis/kharga-oasis-weather,https://cdn.sanity.io/images/ufallvd2/production/345b8d9486cf0105c4c0da416cea0bc460a1ca0c-1200x797.jpg,mud-brick kasbah fortress with palms in desert (Moroccan-style)
weak,wp-page-59749,guideArticle,Kharga unearthed,Kharga Oasis,introducing,https://travel2egypt.org/guide/kharga-oasis/kharga-unearthed,https://cdn.sanity.io/images/ufallvd2/production/792bb3f5ba080973331eb1213c6708d496eb7174-300x224.jpg,"red-rock desert with arches/scrub (US Southwest, not Egypt)"
weak,wp-page-78375,guideArticle,Annual Events In Kom Ombo,Kom Ombo,others,https://travel2egypt.org/guide/kom-ombo/annual-events-in-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/142ac2c98dc623a1c20406655a240f006fee03be-800x450.jpg,riverside temple with kiosk columns on the Nile (Philae/Aswan area)
weak,wp-page-60624,guideArticle,Arrival in Kom Ombo,Kom Ombo,plan-your-trip,https://travel2egypt.org/guide/kom-ombo/arrival-in-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/c864a9f953247746e2387600741539ae26af262b-1200x800.jpg,painted hypostyle hall columns with hieroglyphs (Egyptian temple interior)
weak,wp-page-78374,guideArticle,Kom Ombo Travel Weather,Kom Ombo,plan-your-trip,https://travel2egypt.org/guide/kom-ombo/kom-ombo-travel-weather,https://cdn.sanity.io/images/ufallvd2/production/b757d956718ea54267ec74ed417aac13215600ff-800x450.webp,two saddled camels resting on desert sand
weak,wp-page-78784,guideArticle,Public Transport in Kom Ombo,Kom Ombo,while-you-are-there,https://travel2egypt.org/guide/kom-ombo/public-transport-in-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/8e574b4253c8aa34d791ca137b184d8e3e857c1b-680x452.jpg,Temple relief of vulture goddesses with ankh symbols and hieroglyphs
weak,wp-page-78380,guideArticle,What To Eat In Kom Ombo,Kom Ombo,while-you-are-there,https://travel2egypt.org/guide/kom-ombo/what-to-eat-in-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/5434bd9988f9538a729386f2eb1805c79d684915-1200x800.jpg,riverside Nile temple with kiosk columns (Philae/Aswan)
weak,wp-page-78376,guideArticle,Where to Sleep in Kom Ombo,Kom Ombo,while-you-are-there,https://travel2egypt.org/guide/kom-ombo/where-to-sleep-in-kom-ombo,https://cdn.sanity.io/images/ufallvd2/production/0706435c4af33a7330ef31a30ac0acb303e57b71-1200x800.jpg,"Philae Temple pylon and courtyard, Aswan"
weak,wp-page-60661,guideArticle,Cultural Events In Luxor,Luxor,others,https://travel2egypt.org/guide/luxor/cultural-events-in-luxor,https://cdn.sanity.io/images/ufallvd2/production/c5de45249906a1db20d53064649386ae7299e851-1200x800.jpg,"Colossi of Memnon, Luxor west bank"
weak,wp-page-60654,guideArticle,Luxor Local Transport Guide,Luxor,while-you-are-there,https://travel2egypt.org/guide/luxor/luxor-local-transport-guide,https://cdn.sanity.io/images/ufallvd2/production/ac652351c6bb22b3515c084fe350695435b1c80b-1400x933.jpg,"colourful painted temple ceiling and columns (Dendera/Esna-style, Luxor region)"
weak,wp-page-60657,guideArticle,Top Restaurants In Luxor,Luxor,while-you-are-there,https://travel2egypt.org/guide/luxor/top-restaurants-in-luxor,https://cdn.sanity.io/images/ufallvd2/production/ac652351c6bb22b3515c084fe350695435b1c80b-1400x933.jpg,"colourful painted temple ceiling and columns (Dendera/Esna-style, Luxor region)"
weak,wp-page-78399,guideArticle,Getting Around In Marsa Alam,Marsa Alam,while-you-are-there,https://travel2egypt.org/guide/marsa-alam/getting-around-in-marsa-alam,https://cdn.sanity.io/images/ufallvd2/production/b0f0b7979d9931f6c73ea98096e9e3ceda8278b2-1200x450.jpg,Red Sea turquoise bay with yachts and swimmers
weak,wp-page-60719,guideArticle,Marsa Alam Arrival Guide,Marsa Alam,plan-your-trip,https://travel2egypt.org/guide/marsa-alam/marsa-alam-arrival-guide,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
weak,wp-page-78403,guideArticle,Marsa alam flavors,Marsa Alam,while-you-are-there,https://travel2egypt.org/guide/marsa-alam/marsa-alam-flavors,https://cdn.sanity.io/images/ufallvd2/production/f3da1cd9c38cbc9f76eaa3203ad1405fb2c57b38-1000x1000.jpg,Wooden pier over calm Red Sea beach at sunset
weak,wp-page-60224,guideArticle,Marsa Matruh Weather Overview,Marsa Matruh,introducing,https://travel2egypt.org/guide/marsa-matruh/marsa-matruh-weather-overview,https://cdn.sanity.io/images/ufallvd2/production/d09ce9bdb121a84c7a52467a204a5ee95cb90a50-500x333.jpg,Red Sea-style beach with thatched umbrellas and reef lagoon
weak,wp-page-60230,guideArticle,Things to Do in Marsa Matruh,Marsa Matruh,while-you-are-there,https://travel2egypt.org/guide/marsa-matruh/things-to-do-in-marsa-matruh,https://cdn.sanity.io/images/ufallvd2/production/f3da1cd9c38cbc9f76eaa3203ad1405fb2c57b38-1000x1000.jpg,Wooden pier over calm Red Sea beach at sunset
weak,wp-page-75859,guideArticle,Culinary Scene,Nuweiba,while-you-are-there,https://travel2egypt.org/guide/nuweiba/nuweiba-dining-experiences,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
weak,wp-page-60303,guideArticle,Cultural Events In Nuweiba,Nuweiba,others,https://travel2egypt.org/guide/nuweiba/cultural-events-in-nuweiba,https://cdn.sanity.io/images/ufallvd2/production/752211618fa4b51d2735c1a62f79efe97d55d53b-1200x900.jpg,People around a campfire beside a desert lake at dusk
weak,wp-page-60300,guideArticle,Getting Around Nuweiba,Nuweiba,while-you-are-there,https://travel2egypt.org/guide/nuweiba/getting-around-nuweiba,https://cdn.sanity.io/images/ufallvd2/production/8ab20233f74f38cf9bc22c3c2ecb26e19d56ac2a-1200x900.jpg,Underwater Red Sea reef with fish
weak,wp-page-76458,guideArticle,Waterfront Quarter in Port Said,Port Said,places-to-go,https://travel2egypt.org/guide/port-said/waterfront-quarter-port-said,https://cdn.sanity.io/images/ufallvd2/production/b550c854cae404f8d7142a06be77f9bc2254dbc1-1600x800.jpg,tropical palm beach with blue loungers and calm sea
weak,wp-page-60336,guideArticle,Food in Qena,Qena,while-you-are-there,https://travel2egypt.org/guide/qena/food-in-qena,https://cdn.sanity.io/images/ufallvd2/production/caab72900986ffc07a095d607fd774c3f025817d-1400x933.jpg,"Temple of Hatshepsut at Deir el-Bahari, Luxor (Nile valley)"
weak,wp-page-60324,guideArticle,Navigating Qena,Qena,while-you-are-there,https://travel2egypt.org/guide/qena/navigating-qena,https://cdn.sanity.io/images/ufallvd2/production/03019ca317fd1e3ceba756012ebbab1e1f80f460-1200x800.jpg,Egyptian temple relief of pharaoh offering to enthroned deities
weak,wp-page-72338,guideArticle,Ticket Prices for Attractions in Qena,Qena,plan-your-trip,https://travel2egypt.org/guide/qena/ticket-prices-for-attractions-in-qena,https://cdn.sanity.io/images/ufallvd2/production/2259621022c721f1019200fb080e44623c7ead64-643x450.webp,Tourist photographing columns of a Nile-valley temple (Kom Ombo)
weak,wp-page-60323,guideArticle,Top Hotels in Qena,Qena,while-you-are-there,https://travel2egypt.org/guide/qena/top-hotels-in-qena,https://cdn.sanity.io/images/ufallvd2/production/3dca6a0e706f96d167eb68dccf3c157fc03e20ba-700x467.jpg,Abu Simbel / Nubian rock-cut temple carvings and statues
weak,wp-page-60322,guideArticle,Transport to Qena,Qena,while-you-are-there,https://travel2egypt.org/guide/qena/transport-to-qena,https://cdn.sanity.io/images/ufallvd2/production/b77bc053c678e95aae0ea26a1b7752a873f192c4-1400x933.jpg,"Temple wall reliefs with Horus falcon statue (Edfu-style, Nile valley)"
weak,wp-page-60321,guideArticle,Weather in Qena,Qena,plan-your-trip,https://travel2egypt.org/guide/qena/weather-in-qena,https://cdn.sanity.io/images/ufallvd2/production/e2c9e57fba34e416dde08b978d6593afd3ddf05d-1200x801.jpg,Ruined mud-brick desert fortress/village (oasis heritage)
weak,wp-page-60382,guideArticle,Places to Stay in Ras Sudr,Ras Sudr,plan-your-trip,https://travel2egypt.org/guide/ras-sudr/places-to-stay-in-ras-sudr,https://cdn.sanity.io/images/ufallvd2/production/2dc88a90653087e4bb36bdca9699a864d1ef88fa-1600x1200.jpg,"turquoise beach and sea with swimmers, white sand"
weak,wp-page-60380,guideArticle,Ras Sudr Climate,Ras Sudr,plan-your-trip,https://travel2egypt.org/guide/ras-sudr/ras-sudr-climate,https://cdn.sanity.io/images/ufallvd2/production/d09ce9bdb121a84c7a52467a204a5ee95cb90a50-500x333.jpg,Red Sea-style beach with thatched umbrellas and reef lagoon
weak,wp-page-60383,guideArticle,Ras Sudr Local Transport Guide,Ras Sudr,while-you-are-there,https://travel2egypt.org/guide/ras-sudr/ras-sudr-local-transport-guide,https://cdn.sanity.io/images/ufallvd2/production/bc4dfe3ec8acd0c79918173f5edfb1a3ffb492b6-1199x798.jpg,Parasailing over the sea from boats (Red Sea watersports)
weak,wp-page-60384,guideArticle,Things To Do In Ras Sudr,Ras Sudr,while-you-are-there,https://travel2egypt.org/guide/ras-sudr/things-to-do-in-ras-sudr,https://cdn.sanity.io/images/ufallvd2/production/5fc798fbacdadb01e2a8c7ee75d06d89297e61c8-800x450.jpg,Red Sea palm-lined beach resort with reef lagoon
weak,wp-page-75745,guideArticle,Top Restaurants in Ras Sudr,Ras Sudr,while-you-are-there,https://travel2egypt.org/guide/ras-sudr/top-restaurants-in-ras-sudr,https://cdn.sanity.io/images/ufallvd2/production/bc4dfe3ec8acd0c79918173f5edfb1a3ffb492b6-1199x798.jpg,Parasailing over the sea from boats (Red Sea watersports)
weak,wp-page-60381,guideArticle,Travel to Ras Sudr,Ras Sudr,plan-your-trip,https://travel2egypt.org/guide/ras-sudr/travel-to-ras-sudr,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
weak,wp-page-75692,guideArticle,Annual Events In Safaga,Safaga,others,https://travel2egypt.org/guide/safaga/annual-events-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/b0f0b7979d9931f6c73ea98096e9e3ceda8278b2-1200x450.jpg,Red Sea turquoise bay with yachts and swimmers
weak,wp-page-60436,guideArticle,History of safaga,Safaga,introducing,https://travel2egypt.org/guide/safaga/history-of-safaga,https://cdn.sanity.io/images/ufallvd2/production/b79669f4964473f298b7d714556066dcfbd269c0-1200x800.jpg,Quad bikes / ATV desert safari at dusk
weak,wp-page-60439,guideArticle,How To Go to safaga,Safaga,plan-your-trip,https://travel2egypt.org/guide/safaga/how-to-go-to-safaga,https://cdn.sanity.io/images/ufallvd2/production/f3da1cd9c38cbc9f76eaa3203ad1405fb2c57b38-1000x1000.jpg,Wooden pier over calm Red Sea beach at sunset
weak,wp-page-60438,guideArticle,Weather in safaga,Safaga,plan-your-trip,https://travel2egypt.org/guide/safaga/weather-in-safaga,https://cdn.sanity.io/images/ufallvd2/production/bc4dfe3ec8acd0c79918173f5edfb1a3ffb492b6-1199x798.jpg,Parasailing over the sea from boats (Red Sea watersports)
weak,wp-page-60463,guideArticle,Food in Saint Catherine,Saint Catherine,while-you-are-there,https://travel2egypt.org/guide/saint-catherine/food-in-saint-catherine,https://cdn.sanity.io/images/ufallvd2/production/aba6225c377c25d0c2310e3a6767a8eb9343bab7-1400x930.jpg,Saint Catherine's Monastery among Sinai mountains
weak,wp-page-60485,guideArticle,Accommodations in Sharm El Sheikh,Sharm El Sheikh,while-you-are-there,https://travel2egypt.org/guide/sharm-el-sheikh/accommodations-in-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/5e0094d95b68566bf92f47db1b7c2366dbfd35b3-1200x750.jpg,green sea turtle swimming underwater
weak,wp-page-60481,guideArticle,Sharm El Sheikh Historical Overview,Sharm El Sheikh,introducing,https://travel2egypt.org/guide/sharm-el-sheikh/sharm-el-sheikh-historical-overview,https://cdn.sanity.io/images/ufallvd2/production/63a192478ec9e744aee0dacab5f1b267d25e7430-1200x800.jpg,Man in a hammock over turquoise Red Sea lagoon
weak,wp-page-60489,guideArticle,Sharm El Sheikh Local Cuisine,Sharm El Sheikh,while-you-are-there,https://travel2egypt.org/guide/sharm-el-sheikh/sharm-el-sheikh-local-cuisine,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
weak,wp-page-60487,guideArticle,Things To Do In Sharm El Sheikh,Sharm El Sheikh,while-you-are-there,https://travel2egypt.org/guide/sharm-el-sheikh/things-to-do-in-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/4d7434e87f23ed786a43f5190dd310acee2494bd-1200x800.jpg,"great white shark, open jaws, underwater from below"
weak,wp-page-60484,guideArticle,Transport to Sharm El Sheikh,Sharm El Sheikh,while-you-are-there,https://travel2egypt.org/guide/sharm-el-sheikh/transport-to-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/4591a2f61a0db2ee9242e47ca3df97a336c4ad87-1400x933.jpg,Underwater Red Sea coral reef teeming with tropical fish
weak,wp-page-60511,guideArticle,Events In Siwa,Siwa Oasis,others,https://travel2egypt.org/guide/siwa-oasis/events-in-siwa,https://cdn.sanity.io/images/ufallvd2/production/b7ae475c4d9e6282f8fd39832cc51259e7d0f613-1200x675.jpg,Camel caravan crossing desert sand dunes
weak,wp-page-60512,guideArticle,Siwa Dining Experiences,Siwa Oasis,while-you-are-there,https://travel2egypt.org/guide/siwa-oasis/siwa-dining-experiences,https://cdn.sanity.io/images/ufallvd2/production/f12c8e278c1e1cefba8ad800ffa1116374d3eb90-1200x801.jpg,Woman overlooking Siwa's Shali old town and mountain at sunset
weak,wp-page-60508,guideArticle,Siwa Hotel Guide,Siwa Oasis,while-you-are-there,https://travel2egypt.org/guide/siwa-oasis/siwa-hotel-guide,https://cdn.sanity.io/images/ufallvd2/production/2d38b1d944a63dafeabdf6caa166644e1f2915e3-1079x719.jpg,Aerial of a person floating in a desert oasis spring pool ringed by palms
weak,wp-page-60533,guideArticle,Seasons Travel Guide,Sohag,plan-your-trip,https://travel2egypt.org/guide/sohag/sohag-weather-guide,https://cdn.sanity.io/images/ufallvd2/production/345b8d9486cf0105c4c0da416cea0bc460a1ca0c-1200x797.jpg,mud-brick kasbah fortress with palms in desert (Moroccan-style)
weak,wp-page-60539,guideArticle,Sohag Dining Experiences,Sohag,while-you-are-there,https://travel2egypt.org/guide/sohag/sohag-dining-experiences,https://cdn.sanity.io/images/ufallvd2/production/81a7ccbeaa2921a395b73888f5e96872a1137ebf-800x450.jpg,Karnak-style temple corridor with hieroglyph-carved walls (Luxor Nile-valley monument)
weak,wp-page-60535,guideArticle,Sohag Hotel Guide,Sohag,while-you-are-there,https://travel2egypt.org/guide/sohag/sohag-hotel-guide,https://cdn.sanity.io/images/ufallvd2/production/a2e293668bd367aefa4a1d68fbdcf147d7795d56-1600x1067.jpg,Illuminated generic 'HOTEL' sign on a building at dusk
weak,wp-page-60564,guideArticle,Things To Do In Suez,Suez,while-you-are-there,https://travel2egypt.org/guide/suez/things-to-do-in-suez,https://cdn.sanity.io/images/ufallvd2/production/8ab20233f74f38cf9bc22c3c2ecb26e19d56ac2a-1200x900.jpg,Underwater Red Sea reef with fish
weak,wp-page-60558,guideArticle,Ways to Get to Suez,Suez,plan-your-trip,https://travel2egypt.org/guide/suez/ways-to-get-to-suez,https://cdn.sanity.io/images/ufallvd2/production/e83f9de4fb2ccb1db7a713289dcd46ebc1f3e5ee-1200x800.jpg,person in headscarf sitting on desert sand dunes
weak,wp-page-60581,guideArticle,Best Places To Stay In Taba,Taba,while-you-are-there,https://travel2egypt.org/guide/taba/best-places-to-stay-taba,https://cdn.sanity.io/images/ufallvd2/production/2504a3eee6f2bc6e3465bd6733fd16342d21b353-1200x800.jpg,silhouette of person with telescope under a starry night sky
weak,wp-page-78152,guideArticle,Taba Heights,Taba,places-to-go,https://travel2egypt.org/guide/taba/taba-heights,https://cdn.sanity.io/images/ufallvd2/production/6e761ea1d4cb083c099abf7a6fb4049d6e01f3ff-1600x1067.jpg,double rainbow over a rocky ocean coast (generic non-Egypt seascape)
weak,wp-page-60579,guideArticle,Taba Temperature Trends,Taba,plan-your-trip,https://travel2egypt.org/guide/taba/taba-temperature-trends,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
weak,wp-page-60582,guideArticle,Ways to Get to Taba,Taba,plan-your-trip,https://travel2egypt.org/guide/taba/ways-to-get-to-taba,https://cdn.sanity.io/images/ufallvd2/production/6df6612bd99496bfe85d0a969a97c3ca18311309-900x600.jpg,kitesurfing kite over a calm bay at dusk with mountains (Red Sea/Sinai coast)
weak,wp-page-60598,guideArticle,Getting to Wadi El Natrun,Wādī Al Natron,plan-your-trip,https://travel2egypt.org/guide/wadi-el-natrun/getting-to-wadi-el-natrun,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
